id,age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,race
1222,30,1,17,4,1,0,0,1,1
1225,24,1,1,0,1,0,0,1,1
1229,35,0,7,1,1,0,0,1,1
1230,24,0,0,0,1,0,0,1,1
1233,26,0,8,2,1,0,0,1,0
1235,28,1,14,0,1,0,0,1,1
1237,32,0,0,0,0,1,0,1,1
1238,32,1,1,0,0,1,1,0,0
1239,33,1,5,5,0,1,0,1,1
1240,29,0,16,17,1,0,0,1,1
1241,34,1,1,0,0,1,0,1,0
1242,37,1,0,0,0,1,1,0,0
1243,43,0,0,0,0,1,0,1,0
1244,47,0,2,0,1,0,0,1,0
1246,25,1,3,2,0,1,0,1,1
1247,23,0,1,1,1,0,1,0,1
1248,39,0,2,0,0,1,0,1,0
1250,35,1,13,5,1,0,0,1,1
1252,33,0,0,1,1,0,0,1,0
1253,21,1,0,1,1,0,0,1,0
1254,43,0,20,1,1,0,0,1,1
1255,25,1,3,0,1,0,0,1,1
1256,48,1,25,6,1,0,0,1,1
1257,22,1,1,1,0,1,0,1,1
1258,52,1,9,38,0,1,0,1,1
1259,26,1,5,35,1,0,0,1,0
1260,67,1,4,27,0,1,0,1,1
1261,34,0,4,1,0,1,0,1,1
1262,56,0,4,0,0,1,0,1,0
1268,28,1,1,5,1,0,0,1,1
1269,29,0,2,0,0,1,0,1,1
1272,37,1,6,20,1,0,0,1,1
1274,43,0,3,1,1,0,0,1,0
1275,51,0,0,1,1,0,0,1,0
1276,20,1,1,0,0,1,0,1,1
1280,26,1,4,293,0,1,0,1,0
1281,39,1,1,10,0,1,1,0,0
1282,21,0,1,2,1,0,0,1,1
1283,21,1,1,2,1,0,0,1,1
1286,24,1,3,1,1,0,0,1,0
1290,26,1,4,1,0,1,0,1,1
1292,48,0,1,0,1,0,0,1,0
1293,24,1,5,1,1,0,0,1,1
1295,26,0,0,-1,1,0,0,1,0
1296,46,0,0,1,1,0,0,1,0
1298,24,0,7,1,0,1,0,1,1
1300,21,0,0,0,0,1,1,0,0
1303,24,1,1,1,1,0,0,1,1
1305,36,0,9,1,0,1,0,1,1
1306,30,1,5,1,1,0,0,1,1
1310,22,0,1,1,1,0,1,0,0
1313,25,1,0,9,1,0,0,1,1
1314,31,1,25,117,0,1,0,1,1
1315,24,0,0,2,1,0,0,1,1
1318,39,1,13,1,1,0,0,1,1
1320,46,0,0,5,1,0,0,1,0
1323,30,0,4,0,1,0,1,0,1
1324,40,0,0,22,1,0,0,1,0
1325,52,0,0,2,1,0,1,0,1
1326,23,0,3,33,1,0,0,1,1
1328,26,0,1,1,0,1,1,0,1
1329,22,1,1,19,1,0,0,1,0
1330,42,0,3,0,1,0,0,1,0
1331,23,1,6,135,1,0,0,1,1
1332,33,1,4,1,1,0,0,1,0
1334,28,0,1,2,1,0,0,1,1
1336,50,0,1,1,1,0,0,1,0
1342,32,0,1,1,1,0,0,1,1
1343,24,1,3,97,1,0,0,1,0
1344,51,0,3,1,1,0,0,1,1
1345,19,1,1,0,0,1,0,1,0
1346,32,0,4,108,1,0,0,1,1
1347,31,1,1,0,1,0,1,0,0
1348,29,0,1,179,1,0,1,0,1
1349,43,0,0,0,0,1,0,1,0
1351,26,1,9,11,1,0,0,1,1
1352,27,1,0,27,1,0,0,1,0
1353,52,1,1,3,1,0,0,1,0
1354,27,0,1,0,0,1,0,1,0
1356,57,0,1,0,0,1,1,0,0
1358,28,1,3,1,0,1,0,1,1
1360,32,1,3,2,1,0,0,1,1
1361,27,1,5,0,0,1,0,1,1
1363,45,1,0,3,0,1,0,1,0
1366,42,0,0,0,0,1,1,0,0
1367,33,1,0,0,1,0,0,1,1
1369,28,0,3,45,0,1,1,0,0
1370,53,0,0,0,0,1,1,0,0
1372,24,0,0,1,1,0,0,1,0
1375,28,0,1,8,1,0,0,1,0
1376,28,0,1,1,1,0,0,1,0
1377,39,1,6,35,0,1,0,1,1
1379,22,1,1,-1,1,0,0,1,1
1380,46,1,2,9,1,0,0,1,1
1382,25,0,0,1,0,1,0,1,1
1384,52,0,1,3,1,0,0,1,0
1385,28,1,4,0,0,1,0,1,1
1388,57,1,1,1,1,0,1,0,0
1393,49,1,3,0,1,0,0,1,1
1395,21,1,2,0,1,0,0,1,1
1396,32,1,19,14,1,0,0,1,1
1397,63,0,3,220,0,1,0,1,1
1399,29,0,2,1,1,0,0,1,0
1402,46,0,0,1,0,1,0,1,1
1408,28,1,10,1,0,1,0,1,1
1410,27,0,1,3,1,0,0,1,1
1411,69,0,0,-1,0,1,1,0,0
1412,47,0,0,1,0,1,0,1,0
1418,45,0,1,128,1,0,0,1,0
1419,33,0,1,0,0,1,1,0,0
1422,27,1,0,0,0,1,1,0,0
1427,32,1,14,2,1,0,0,1,1
1428,24,0,2,1,1,0,0,1,1
1429,26,1,5,3,1,0,0,1,1
1430,47,0,0,1,0,1,0,1,0
1431,25,0,1,1,1,0,0,1,0
1433,21,0,1,108,1,0,0,1,1
1435,25,1,2,0,0,1,0,1,1
1436,22,1,6,2,1,0,0,1,1
1438,26,0,0,0,1,0,1,0,0
1439,20,0,0,1,1,0,0,1,0
1441,30,1,1,1,0,1,0,1,1
1443,45,1,0,1,1,0,0,1,1
1445,33,1,7,78,1,0,0,1,1
1446,35,0,2,0,1,0,0,1,0
1447,41,0,5,1,1,0,0,1,0
1448,23,0,0,2,0,1,0,1,0
1452,21,1,0,1,0,1,1,0,0
1455,54,0,0,1,1,0,0,1,1
1456,27,1,10,1,1,0,0,1,1
1458,22,0,0,1,0,1,0,1,0
1460,21,1,0,0,0,1,1,0,0
1461,23,1,2,6,1,0,0,1,1
1462,30,0,1,7,0,1,0,1,0
1463,36,1,5,19,0,1,0,1,1
1467,29,1,10,23,1,0,0,1,1
1470,54,1,4,78,0,1,0,1,1
1471,22,1,2,13,0,1,0,1,0
1473,26,1,0,0,0,1,0,1,1
1474,20,0,0,1,1,0,1,0,1
1479,52,1,6,1,0,1,0,1,1
1481,29,0,0,2,1,0,0,1,1
1482,23,0,6,17,0,1,1,0,1
1483,35,0,1,9,0,1,0,1,1
1484,32,1,8,0,1,0,0,1,0
1485,21,1,1,0,0,1,0,1,1
1486,25,0,0,0,1,0,0,1,0
1490,30,1,4,1,0,1,0,1,1
1491,30,0,3,26,1,0,1,0,1
1496,23,1,2,6,1,0,0,1,1
1497,32,0,8,2,1,0,0,1,0
1499,29,1,6,39,1,0,0,1,1
1501,42,0,0,0,0,1,0,1,0
1505,21,1,0,0,1,0,0,1,1
1508,22,0,0,0,0,1,1,0,1
1509,45,0,2,47,1,0,0,1,0
1511,29,0,0,0,0,1,0,1,1
1513,30,1,6,2,1,0,0,1,1
1515,51,0,17,0,0,1,0,1,1
1516,45,1,20,2,1,0,0,1,0
1520,24,0,2,0,1,0,0,1,0
1522,23,0,2,5,0,1,0,1,1
1526,36,0,5,0,1,0,0,1,1
1530,69,0,0,0,0,1,0,1,0
1531,21,1,1,1,1,0,0,1,0
1532,59,0,1,0,0,1,0,1,0
1533,39,0,1,4,1,0,0,1,1
1534,29,0,2,37,1,0,0,1,1
1535,22,1,1,1,0,1,0,1,0
1538,44,0,6,-1,1,0,0,1,0
1540,25,0,2,58,1,0,0,1,1
1541,31,0,0,0,1,0,0,1,1
1542,35,1,17,2,0,1,0,1,1
1543,27,1,11,2,0,1,0,1,1
1545,33,0,1,1,1,0,0,1,1
1548,28,1,6,0,1,0,0,1,1
1550,60,0,1,0,1,0,0,1,0
1551,53,0,0,1,0,1,0,1,0
1553,51,1,0,1,1,0,0,1,0
1557,54,0,0,1,1,0,1,0,1
1559,24,0,3,1,0,1,0,1,0
1560,55,1,1,1,1,0,0,1,0
1562,26,0,0,2,1,0,0,1,0
1563,75,0,5,1,1,0,1,0,1
1565,36,1,16,0,1,0,0,1,1
1568,34,1,0,2,1,0,0,1,0
1569,25,1,5,47,0,1,1,0,1
1571,46,0,0,0,1,0,0,1,0
1572,27,0,1,6,1,0,0,1,1
1575,28,1,3,-1,0,1,0,1,1
1576,42,1,13,0,0,1,0,1,1
1577,59,0,2,0,0,1,0,1,1
1578,39,0,1,14,1,0,0,1,0
1581,46,0,5,12,0,1,0,1,0
1584,25,0,1,0,1,0,0,1,0
1587,55,0,2,1,1,0,0,1,0
1588,35,1,1,1,0,1,0,1,1
1590,43,1,0,1,0,1,0,1,1
1591,53,0,0,0,0,1,1,0,0
1594,21,0,0,1,0,1,1,0,1
1595,55,1,17,25,1,0,0,1,1
1596,27,1,1,1,1,0,0,1,1
1597,40,0,0,2,1,0,0,1,1
1599,37,0,0,1,0,1,1,0,0
1601,32,1,2,5,0,1,0,1,0
1602,32,0,2,1,0,1,0,1,1
1604,36,1,4,2,0,1,0,1,1
1605,22,0,0,0,0,1,0,1,0
1606,31,0,0,2,1,0,1,0,1
1607,26,1,4,0,1,0,1,0,1
1608,50,1,30,3,0,1,1,0,0
1611,47,0,4,0,1,0,0,1,1
1613,36,0,2,1,1,0,0,1,1
1615,38,0,0,1,1,0,1,0,0
1618,35,0,0,2,1,0,0,1,0
1620,53,0,0,0,1,0,0,1,0
1622,53,0,2,0,1,0,0,1,1
1623,57,0,19,117,1,0,0,1,1
1624,22,1,5,19,1,0,0,1,1
1625,21,1,0,1,1,0,0,1,1
1626,26,1,0,1,1,0,0,1,1
1629,27,0,2,20,1,0,0,1,1
1630,49,0,4,3,1,0,1,0,0
1631,47,1,1,0,1,0,0,1,0
1632,30,1,8,1,1,0,0,1,1
1634,44,0,3,0,1,0,0,1,0
1637,34,0,1,1,1,0,0,1,1
1638,45,1,10,1,1,0,0,1,1
1639,38,0,0,1,1,0,0,1,0
1640,50,0,2,0,0,1,0,1,0
1642,29,0,1,0,0,1,0,1,0
1643,26,0,0,0,1,0,0,1,0
1645,22,1,1,1,1,0,1,0,1
1646,47,0,0,1,0,1,0,1,0
1648,49,0,0,0,1,0,0,1,0
1651,49,1,1,19,1,0,0,1,1
1652,59,0,2,12,1,0,0,1,0
1653,32,0,6,27,0,1,0,1,0
1655,24,1,1,-1,0,1,0,1,1
1656,40,0,0,1,0,1,0,1,0
1657,32,0,0,-1,1,0,0,1,1
1658,54,0,0,0,0,1,1,0,0
1660,27,1,9,799,1,0,0,1,1
1664,25,0,2,12,0,1,0,1,0
1667,20,1,0,0,0,1,0,1,0
1668,37,0,18,1,0,1,0,1,1
1669,30,1,5,7,1,0,1,0,0
1670,23,1,1,0,1,0,0,1,1
1672,20,0,0,-1,1,0,1,0,1
1680,50,0,8,11,1,0,0,1,0
1681,50,0,7,0,1,0,0,1,1
1682,40,0,3,1,1,0,0,1,0
1684,24,0,2,2,1,0,1,0,0
1685,24,1,0,0,1,0,0,1,0
1686,23,1,3,0,1,0,1,0,1
1689,54,1,3,2,0,1,0,1,0
1691,25,0,4,1,0,1,0,1,0
1692,46,0,1,1,0,1,0,1,0
1697,25,0,1,266,1,0,0,1,0
1698,22,0,0,-1,0,1,1,0,0
1699,32,0,1,2,1,0,1,0,0
1700,25,1,0,4,0,1,0,1,1
1702,33,1,16,0,1,0,0,1,1
1706,33,1,4,1,0,1,0,1,1
1707,24,0,0,-1,1,0,0,1,1
1709,33,1,12,2,0,1,0,1,1
1710,37,0,0,0,0,1,0,1,0
1711,40,0,0,0,0,1,1,0,0
1715,43,1,9,0,1,0,0,1,1
1717,35,1,5,1,1,0,0,1,1
1718,25,1,11,6,1,0,0,1,1
1719,61,1,1,0,1,0,0,1,1
1727,52,0,1,0,1,0,1,0,1
1729,39,1,1,-1,0,1,0,1,1
1730,47,0,5,0,1,0,0,1,1
1733,52,0,6,33,0,1,1,0,0
1735,37,0,0,0,0,1,0,1,0
1736,24,0,0,1,1,0,1,0,1
1737,34,0,14,3,1,0,1,0,1
1742,20,1,0,11,0,1,0,1,0
1746,25,1,1,0,0,1,0,1,0
1749,62,0,0,0,0,1,1,0,0
1750,23,1,0,1,1,0,0,1,0
1752,60,0,0,13,1,0,1,0,0
1754,35,0,0,1,0,1,0,1,0
1755,24,0,0,0,1,0,1,0,1
1757,30,0,0,-1,0,1,0,1,0
1760,35,1,4,1,1,0,0,1,0
1764,28,0,0,0,0,1,1,0,0
1768,56,0,0,1,1,0,0,1,1
1770,23,1,2,1,1,0,0,1,1
1771,20,1,0,0,1,0,0,1,0
1774,23,0,1,0,0,1,0,1,0
1776,21,1,0,1,1,0,0,1,1
1780,35,0,2,14,1,0,1,0,1
1781,33,0,3,0,0,1,0,1,0
1783,21,0,0,4,1,0,0,1,0
1786,41,0,9,0,0,1,0,1,1
1787,24,0,0,4,1,0,0,1,1
1788,20,1,2,192,1,0,0,1,0
1791,28,1,9,1,1,0,0,1,1
1792,25,0,7,0,1,0,0,1,0
1794,49,0,3,1,1,0,0,1,1
1795,22,0,0,0,1,0,1,0,0
1796,21,1,0,1,1,0,0,1,1
1797,27,1,3,3,1,0,1,0,1
1800,50,0,4,2,0,1,0,1,1
1801,23,0,0,0,0,1,1,0,1
1803,34,0,0,0,0,1,0,1,0
1805,25,1,4,32,1,0,0,1,1
1806,33,1,2,43,1,0,1,0,0
1809,25,1,1,58,0,1,0,1,0
1810,30,0,0,0,0,1,0,1,0
1815,42,0,0,3,0,1,0,1,0
1816,29,1,11,34,1,0,1,0,0
1817,32,1,6,3,1,0,1,0,1
1819,24,0,5,1,1,0,0,1,0
1820,52,0,3,0,1,0,0,1,1
1821,26,0,3,0,0,1,1,0,0
1822,31,1,2,0,1,0,0,1,0
1823,38,0,0,1,1,0,0,1,0
1829,30,0,0,1,1,0,1,0,0
1830,20,1,0,4,0,1,0,1,1
1833,24,0,0,0,1,0,0,1,0
1834,31,0,0,77,1,0,0,1,0
1841,37,0,1,1,0,1,1,0,0
1843,43,1,0,0,0,1,0,1,0
1844,49,1,8,3,1,0,0,1,0
1845,33,0,1,0,1,0,1,0,1
1847,42,0,0,-1,0,1,0,1,1
1848,44,1,0,8,1,0,0,1,0
1849,28,1,5,51,1,0,0,1,1
1850,32,1,4,414,1,0,0,1,1
1852,28,1,7,1,1,0,0,1,1
1853,38,0,0,158,1,0,0,1,0
1854,38,0,3,1,1,0,0,1,1
1859,34,0,0,1,0,1,1,0,1
1860,21,1,1,1,1,0,0,1,0
1861,36,1,1,31,1,0,0,1,1
1862,29,1,0,0,0,1,0,1,1
1863,34,1,3,0,1,0,0,1,1
1864,38,0,1,8,0,1,0,1,1
1865,36,0,0,24,1,0,0,1,0
1866,32,0,0,6,0,1,0,1,0
1868,23,0,0,0,0,1,0,1,1
1869,47,0,0,0,0,1,0,1,0
1870,20,0,0,-1,1,0,0,1,1
1871,25,1,2,0,1,0,1,0,1
1872,35,0,0,0,0,1,0,1,1
1874,28,0,1,1,0,1,1,0,0
1877,24,1,2,0,0,1,0,1,1
1879,22,0,0,0,1,0,0,1,1
1880,20,1,8,1,1,0,0,1,0
1883,40,0,0,0,0,1,0,1,0
1884,27,0,1,5,1,0,0,1,0
1886,60,0,12,1,1,0,0,1,1
1888,33,0,6,0,0,1,0,1,1
1890,34,1,2,23,0,1,0,1,1
1893,24,0,4,0,0,1,0,1,0
1894,27,1,0,2,0,1,0,1,1
1895,29,1,4,355,1,0,0,1,1
1897,21,1,1,36,1,0,0,1,0
1899,32,0,0,0,0,1,0,1,0
1901,42,1,0,0,1,0,1,0,0
1904,32,0,1,-1,1,0,0,1,1
1905,27,0,0,2,1,0,0,1,0
1906,30,0,3,0,0,1,0,1,0
1907,22,1,1,0,1,0,0,1,1
1908,20,1,0,0,0,1,0,1,0
1909,57,0,0,1,0,1,0,1,0
1910,51,1,3,1,1,0,0,1,0
1913,21,0,0,0,1,0,0,1,1
1914,22,0,0,35,1,0,0,1,1
1915,35,1,4,353,1,0,0,1,1
1917,58,0,2,4,1,0,0,1,0
1919,32,1,0,0,1,0,1,0,0
1923,30,1,9,7,0,1,0,1,0
1924,20,1,0,209,1,0,0,1,1
1925,40,0,0,0,0,1,0,1,0
1926,45,0,5,0,0,1,1,0,0
1927,31,1,4,0,1,0,0,1,1
1928,23,0,4,27,1,0,0,1,0
1929,26,1,0,3,0,1,0,1,0
1930,53,0,1,0,0,1,1,0,0
1931,44,0,0,2,0,1,0,1,0
1938,44,0,1,4,0,1,1,0,0
1939,21,1,0,-1,1,0,0,1,0
1941,28,0,0,0,0,1,0,1,1
1942,28,0,2,1,0,1,0,1,0
1943,24,1,0,182,1,0,0,1,1
1945,28,0,0,-1,1,0,0,1,1
1948,53,0,4,-1,1,0,0,1,0
1949,47,0,1,183,1,0,0,1,0
1951,20,0,1,1,1,0,0,1,1
1952,21,0,0,0,0,1,0,1,1
1953,30,1,1,2,1,0,0,1,0
1954,37,1,1,0,0,1,0,1,0
1955,60,0,1,18,1,0,0,1,0
1956,26,1,1,0,0,1,0,1,0
1957,30,0,0,0,0,1,0,1,0
1961,26,1,2,1,1,0,0,1,0
1965,26,1,5,6,1,0,1,0,1
1966,21,0,0,1,1,0,0,1,0
1967,39,0,1,0,1,0,1,0,1
1968,30,0,0,5,1,0,0,1,0
1971,44,0,2,2,1,0,0,1,1
1972,45,0,0,2,0,1,0,1,0
1974,30,0,1,0,1,0,0,1,1
1975,38,0,2,8,1,0,0,1,0
1976,23,1,6,0,1,0,0,1,0
1982,46,0,0,0,0,1,0,1,0
1983,42,0,0,0,1,0,0,1,1
1987,54,0,4,3,0,1,0,1,0
1990,47,1,7,1,1,0,0,1,1
1993,26,1,0,1,1,0,0,1,0
1994,29,1,7,1,0,1,0,1,0
1995,51,1,7,14,1,0,0,1,0
1999,44,0,0,0,0,1,0,1,1
2002,49,0,12,21,0,1,0,1,0
2006,22,1,0,0,1,0,0,1,1
2009,32,1,4,1,0,1,0,1,1
2010,27,0,0,1,0,1,0,1,1
2014,30,0,0,0,0,1,0,1,0
2020,28,0,11,0,0,1,0,1,0
2021,45,0,0,1,0,1,0,1,0
2024,51,0,5,32,1,0,1,0,0
2026,27,1,4,1,1,0,0,1,1
2027,32,1,0,17,1,0,0,1,1
2029,43,0,2,5,1,0,0,1,1
2034,37,0,2,0,1,0,0,1,0
2035,26,1,0,1,1,0,0,1,1
2037,26,0,0,0,0,1,0,1,1
2038,32,0,4,-1,1,0,0,1,0
2040,39,0,3,13,1,0,0,1,0
2042,58,0,4,1,1,0,1,0,1
2044,33,0,0,0,0,1,0,1,0
2045,22,0,1,0,0,1,1,0,0
2048,21,1,2,140,1,0,0,1,1
2051,31,1,0,35,1,0,0,1,0
2052,43,0,2,1,1,0,0,1,0
2053,23,0,0,0,0,1,0,1,1
2054,25,0,0,1,1,0,0,1,0
2055,22,0,6,1,1,0,0,1,1
2056,30,0,6,133,1,0,0,1,1
2057,25,1,15,2,1,0,0,1,1
2058,20,1,0,1,1,0,0,1,1
2059,39,0,0,0,1,0,0,1,0
2061,33,1,1,3,1,0,0,1,1
2062,59,0,1,0,1,0,0,1,1
2063,21,0,1,1,1,0,0,1,0
2064,53,1,8,5,1,0,0,1,1
2065,34,0,2,1,0,1,0,1,0
2066,36,0,6,0,1,0,0,1,0
2069,23,0,0,1,1,0,0,1,1
2070,32,0,2,109,0,1,0,1,1
2071,32,1,11,1,0,1,0,1,1
2074,66,0,0,1,0,1,0,1,0
2075,24,0,0,23,0,1,1,0,0
2076,30,1,7,602,1,0,0,1,1
2077,28,0,1,1,0,1,0,1,1
2078,43,1,4,2,1,0,0,1,0
2079,35,0,3,11,0,1,0,1,1
2083,19,1,2,14,1,0,0,1,1
2087,22,1,1,4,0,1,0,1,1
2089,29,0,0,0,1,0,0,1,1
2090,23,0,0,2,0,1,1,0,1
2093,33,0,0,0,0,1,1,0,0
2094,35,0,1,-1,0,1,0,1,1
2095,53,0,0,0,1,0,0,1,0
2096,59,1,17,23,1,0,0,1,0
2098,48,0,0,0,0,1,1,0,0
2099,33,0,1,0,1,0,1,0,1
2100,44,0,0,1,0,1,0,1,0
2101,31,1,10,1,1,0,0,1,0
2103,28,1,2,1,1,0,0,1,1
2105,51,0,1,17,1,0,0,1,0
2107,23,1,0,5,1,0,0,1,1
2108,21,0,0,0,1,0,0,1,0
2109,26,0,0,0,1,0,0,1,0
2110,22,0,3,0,1,0,0,1,1
2111,29,0,0,1,0,1,0,1,1
2113,20,1,2,2,1,0,0,1,1
2115,44,0,0,0,0,1,0,1,0
2116,41,0,2,14,1,0,0,1,1
2121,28,0,4,0,1,0,1,0,1
2123,27,1,1,21,0,1,0,1,0
2125,31,0,7,1,0,1,0,1,0
2128,26,1,3,0,1,0,0,1,1
2129,20,0,0,1,1,0,0,1,1
2130,55,1,2,0,0,1,0,1,0
2131,36,0,0,1,1,0,0,1,1
2132,48,1,4,4,1,0,0,1,0
2133,22,1,5,2,1,0,0,1,0
2134,23,0,1,5,0,1,0,1,1
2138,34,1,19,4,1,0,0,1,1
2140,59,0,1,5,1,0,1,0,0
2141,37,1,0,1,1,0,0,1,0
2143,28,1,0,0,1,0,1,0,0
2147,31,0,0,1,1,0,0,1,1
2148,38,1,14,4,1,0,1,0,1
2149,33,1,0,3,1,0,0,1,1
2150,27,1,3,0,1,0,0,1,1
2151,25,1,2,1,0,1,0,1,0
2152,42,0,2,1,1,0,1,0,1
2153,22,1,3,26,1,0,0,1,1
2154,21,0,0,1,1,0,0,1,0
2156,45,1,1,27,1,0,0,1,0
2157,21,1,1,1,0,1,1,0,1
2159,52,0,2,1,0,1,0,1,0
2161,29,0,0,0,0,1,0,1,0
2162,37,0,0,5,0,1,1,0,1
2163,34,0,0,0,1,0,0,1,0
2165,53,1,0,1,0,1,0,1,1
2166,30,1,8,1,1,0,1,0,1
2168,35,0,0,1,0,1,0,1,0
2169,28,0,1,4,1,0,0,1,0
2170,21,0,1,0,1,0,0,1,1
2171,22,0,1,43,1,0,0,1,1
2176,42,1,1,0,0,1,0,1,0
2178,26,1,3,0,1,0,0,1,1
2179,54,0,9,1,0,1,0,1,1
2180,39,1,1,0,1,0,0,1,0
2181,30,1,20,317,1,0,0,1,1
2182,26,1,1,27,1,0,1,0,1
2183,41,0,0,0,0,1,0,1,1
2184,23,1,5,54,0,1,0,1,0
2186,43,1,1,64,1,0,0,1,0
2188,22,1,0,0,0,1,0,1,1
2193,27,1,6,1,1,0,1,0,0
2194,42,0,2,34,0,1,1,0,1
2195,25,1,8,29,1,0,0,1,1
2196,49,0,4,35,0,1,0,1,1
2198,52,0,1,24,1,0,0,1,0
2201,60,0,2,1,1,0,1,0,0
2205,23,0,0,1,0,1,1,0,1
2206,30,0,2,1,0,1,0,1,1
2207,48,1,9,3,1,0,0,1,1
2208,32,1,2,1,1,0,0,1,1
2209,28,1,3,1,1,0,0,1,0
2211,24,1,5,1,1,0,0,1,1
2215,22,1,3,214,1,0,0,1,1
2216,44,0,2,1,1,0,0,1,1
2217,32,0,3,86,1,0,0,1,0
2218,27,0,1,0,0,1,1,0,1
2220,52,1,15,0,0,1,0,1,1
2221,61,1,3,0,0,1,0,1,0
2222,69,0,3,0,0,1,0,1,1
2223,51,0,2,34,1,0,0,1,0
2224,21,0,1,1,1,0,1,0,0
2226,31,1,2,3,0,1,0,1,0
2228,19,1,3,30,1,0,0,1,1
2231,24,1,12,36,0,1,0,1,1
2233,24,1,3,6,1,0,0,1,0
2234,57,0,3,1,1,0,0,1,0
2235,30,0,6,6,1,0,0,1,0
2236,43,1,4,1,1,0,0,1,1
2237,24,0,4,4,1,0,0,1,1
2239,30,0,7,17,0,1,1,0,0
2240,25,1,5,1,1,0,0,1,1
2245,56,0,1,169,1,0,1,0,0
2246,21,0,1,8,1,0,0,1,1
2247,31,1,6,31,1,0,0,1,1
2248,23,0,1,1,1,0,1,0,1
2250,30,1,15,1,1,0,0,1,1
2252,42,0,1,0,0,1,0,1,0
2256,64,0,0,108,1,0,0,1,0
2258,21,1,0,0,1,0,1,0,0
2259,36,0,5,11,1,0,0,1,1
2261,50,0,1,1,1,0,1,0,1
2262,23,1,0,0,0,1,0,1,1
2263,28,0,2,49,1,0,0,1,0
2268,25,0,5,0,1,0,1,0,0
2274,54,1,14,28,0,1,0,1,0
2276,37,0,6,1,0,1,0,1,0
2277,25,1,5,14,0,1,0,1,0
2278,63,1,0,3,0,1,0,1,0
2279,35,0,2,1,0,1,0,1,1
2281,26,1,0,0,0,1,0,1,0
2283,25,1,8,1,0,1,0,1,1
2284,33,0,0,0,0,1,0,1,0
2285,29,0,7,1,1,0,0,1,1
2286,27,0,2,0,0,1,0,1,0
2287,37,1,12,0,0,1,0,1,1
2289,20,1,3,0,0,1,1,0,0
2290,32,1,1,1,1,0,0,1,1
2291,72,0,1,1,0,1,0,1,0
2292,38,0,0,2,1,0,0,1,0
2293,40,0,0,0,1,0,0,1,0
2294,23,0,0,0,1,0,0,1,0
2297,21,1,5,1,1,0,0,1,0
2299,27,1,4,0,1,0,0,1,0
2300,55,1,13,0,1,0,0,1,0
2303,41,0,0,0,0,1,1,0,0
2306,56,0,1,2,0,1,0,1,0
2307,55,0,11,57,0,1,0,1,0
2309,23,1,0,1,1,0,1,0,0
2310,28,0,3,0,1,0,0,1,1
2311,31,1,2,13,1,0,0,1,0
2316,53,0,0,0,0,1,0,1,0
2317,27,1,6,10,1,0,0,1,1
2318,22,1,0,0,1,0,0,1,0
2320,22,1,0,0,1,0,1,0,1
2321,33,1,7,1,0,1,0,1,1
2322,34,0,15,6,1,0,0,1,1
2324,22,1,0,0,0,1,0,1,0
2326,32,0,12,1,1,0,0,1,1
2327,47,1,14,0,1,0,0,1,1
2328,24,0,0,0,0,1,0,1,0
2329,25,1,14,83,1,0,0,1,1
2332,56,0,0,-1,1,0,0,1,0
2334,36,1,1,106,1,0,0,1,0
2335,28,1,4,21,1,0,0,1,1
2336,20,1,2,0,1,0,0,1,1
2338,59,0,0,1,0,1,0,1,0
2342,29,0,11,0,1,0,1,0,1
2343,72,0,3,4,1,0,0,1,0
2344,24,1,2,14,0,1,1,0,1
2349,45,0,3,36,1,0,0,1,1
2350,30,1,7,2,0,1,0,1,1
2352,45,0,0,0,0,1,0,1,1
2353,47,0,0,0,0,1,0,1,0
2354,24,1,0,9,1,0,0,1,1
2355,20,1,0,2,0,1,0,1,1
2356,51,1,6,0,1,0,0,1,0
2361,49,1,2,11,0,1,1,0,0
2363,41,0,5,1,1,0,0,1,0
2365,49,0,1,12,1,0,0,1,0
2366,26,0,0,0,0,1,0,1,0
2370,28,0,0,1,0,1,1,0,1
2371,33,0,2,1,0,1,0,1,0
2372,46,0,0,0,1,0,0,1,1
2374,21,0,0,1,0,1,0,1,1
2376,26,1,14,-1,1,0,0,1,1
2381,48,1,1,126,1,0,0,1,0
2382,58,1,24,3,1,0,0,1,1
2383,29,0,0,1,1,0,0,1,0
2385,20,1,2,23,1,0,1,0,1
2386,28,1,0,0,0,1,0,1,1
2387,21,1,0,4,1,0,0,1,0
2388,26,0,0,0,1,0,0,1,0
2389,34,0,3,0,0,1,0,1,1
2390,32,1,15,7,1,0,0,1,1
2392,38,1,10,10,1,0,0,1,1
2393,22,0,0,1,1,0,0,1,1
2394,42,1,2,0,1,0,0,1,0
2396,57,0,0,1,0,1,1,0,0
2398,56,0,1,1,1,0,1,0,0
2399,32,1,2,0,0,1,0,1,0
2400,30,0,11,0,1,0,0,1,1
2401,29,0,2,0,0,1,0,1,1
2402,46,1,15,6,1,0,0,1,1
2405,24,0,0,0,1,0,1,0,1
2406,70,0,1,1,1,0,1,0,1
2407,21,1,0,0,1,0,0,1,0
2408,45,0,1,0,0,1,1,0,0
2410,33,0,2,2,0,1,1,0,0
2411,39,0,6,0,1,0,1,0,1
2412,25,0,6,1,1,0,0,1,0
2415,48,0,1,1,0,1,0,1,0
2418,46,0,0,0,1,0,0,1,0
2420,28,1,0,2,0,1,0,1,0
2422,27,0,1,1,1,0,0,1,1
